,CourseFull,mean,std
192,ACCY 593: Prof Soft Skills I,3.9672131147540983,0.25396612106278144
193,ECON 490: Women in the Economy,2.981923076923077,0.8299815532276755
194,SHS 380: Comm Competence and Disorders,3.4005291005291003,0.6217863287103927
195,BADM 211: Business Analytics II,3.653714759535655,0.5049619116691385
196,EPSY 404: Adjustment in School Settings,3.9396969696969695,0.23783728647817634
197,PS 355: Democratization,3.5821276595744678,0.5171276486319686
198,PHIL 410: Classical Ancient Philosophers,2.8333333333333335,0.7994824714915407
199,IS 590: Community Archives,3.819545454545455,0.2957037410641585
200,ECON 483: Econ of Innovation and Tech,3.4493604651162797,0.5716941350218562
201,LER 523: Org Fundamentals for HR,3.7925461254612545,0.3362729473283781
202,STAT 426: Sampling and Categorical Data,3.414400584795321,0.8065746415536004
203,ECON 490: Political Economy,2.1367857142857143,1.1417516416561395
204,RLST 132: Zen,3.582816326530612,0.4269065602236815
205,LAS 199: Design Your College Success,3.382978723404255,1.0629783827061103
206,SOC 373: Social Inequality,3.4561320754716984,0.85968244549041
207,CS 498: Mobile Interaction Design,3.6218181818181816,0.4849380125676454
208,INFO 102/CS 102: Little Bits to Big Ideas,3.258909410729991,0.9113491635274517
209,AE 252: Aerospace Dynamics I,2.737111111111111,1.0463133633481834
210,CHLH 201: Public Health Research Methods,3.529432485322896,0.5569562505361081
211,DANC 125: Black Dances of Resistance,2.9442592592592587,0.8624461375599313
212,IB 303: Anatomy,2.786862745098039,0.9716137580780658
213,GCL 125: Sci/Bus of Cancer Therapy,3.9421739130434785,0.21182348110055613
214,CMN 111: Oral & Written Comm I,3.5275619557937037,0.7258897699725234
215,FIN 580: Corp Finance and Valuation,3.8780563380281685,0.3151545959703552
216,EPSY 470: Intro to Evaluation Theory,3.8095238095238093,0.392676726249301
217,MCB 297: MCB Honors Discussion,3.8413043478260867,0.2923116911170422
218,REHB 435: Job Placement Techniques,3.613399999999999,0.7065775069540025
219,HRD 415: Diversity in the Workplace,3.721645569620253,0.6964165608871175
220,ARTD 260: Basic Photography,3.242272727272727,1.1019690303278278
221,IE 529: Stats of Big Data & Clustering,3.8530769230769235,0.25653413674131065
222,ACCY 502: Accounting Analysis II A,3.435719298245614,0.6464987416545457
223,CS 598: Practical Statistical Learning,3.781428571428572,0.5056591307022795
224,IS 526: Searching Online Info Systems,3.8181818181818183,0.3441806656082128
225,MATH 490: Equity Linked Insurance,3.1736,0.6333711707995557
226,SHS 576: School Intrnshp Spch-Lang Path,3.961346153846154,0.15621765937496218
227,ANSC 499: Southern African Wildlife I,3.546741573033708,0.6673808866174132
228,BIOE 310: Comp Tools Bio Data,3.608484042553192,0.577948582120544
229,MBA 592: Applying Analy Across Bus Func,3.906555555555556,0.5013779038501156
230,FIN 451: Intl Financial Markets,3.4495652173913043,0.3762570613044684
231,SPED 461: Augmentative Communication,3.7916666666666665,0.5106205375162003
232,LAW 793: Family Law Practice,3.8035,0.30270429937009957
233,CMN 396: Personal Relationships & Tech,3.4601149425287354,0.7552262266730954
234,BIOE 598: Quantitative Biotechnology,3.4782608695652173,0.6202429550195776
235,IB 335: Plant Systematics,3.3243589743589737,0.9075376516079802
236,ATMS 140/ESE 140: Climate and Global Change,3.295306649451259,0.8820851592161791
237,ADV 490: Psychology of Advertising,3.71,0.7376401856449125
238,MUS 107: Aural Skills I,3.1498139534883722,1.0105717758892263
239,TSM 199: Soil Construction,3.666818181818182,1.015038675320647
240,IS 510: Adult Public Services,3.9299999999999997,0.358184723705934
241,ASTR 100: Perspectives in Astronomy,3.28,0.8887861435754818
242,THEA 208: Script Analysis,3.6436555891238664,0.6553080425462985
243,LAW 796: Globalization,3.5343999999999998,0.35355429568879515
244,ENG 198: First-Year Women Engineers 1,3.8181818181818183,0.4895604370122276
245,ABE 483: Engrg Properties of Food Matls,3.5833333333333335,0.6400954789890507
246,FIN 580: Special Topics in Finance,3.6132,0.39697576752240177
247,CHBE 440: Process Control and Dynamics,3.0964120667522463,0.7753670063358472
248,NPRE 432: Nuclear Eng Materials Lab,3.704814814814815,0.7607859988701274
249,LAW 654: International Trade Policy,3.588142857142857,0.37982624921381714
250,CHLH 380: Orientation to Internship,3.9122251891410773,0.3614206220842647
251,MATH 471: Actuarial Theory I,2.8708728448275864,1.0981631376689942
252,CS 498: Trustworthy Machine Learning,3.7068,0.641240797204919
253,MUS 450: U of I Symphony Orchestra,3.9623899371069182,0.1668896336979775
254,DANC 310: Brazilian Rhythms,3.5765384615384614,0.8038366764255435
255,BUS 199: Gies Dean's Seminar II,3.9318181818181817,0.25205764787294127
256,ENGL 300: Racial Subjectivities/Am Fict,3.540833333333333,0.34548174899535417
257,BADM 589: Project Management,3.502723132969035,0.6057292928098841
258,FSHN 460: Food Processing Engineering,3.54668016194332,0.7045861269243276
259,ECON 490: Migration & Econ Development,3.2767924528301884,0.8534033388796675
260,ENGL 416: Shakespeare's Contemporaries,3.827931034482759,0.3230178740687508
261,ECE 498: Networking for Big Data,3.2668,0.6869743517774153
262,ECE 439/CS 439: Wireless Networks,3.4592436974789913,0.8051683467834282
263,ME 483: Mechanobiology,3.8038912133891207,0.2970051432401129
264,ENGL 373/MACS 373: Sexuality & Cinema in the US,3.276551724137931,0.6844190885005501
265,HIST 335/JS 335: Middle East 1566-1914,3.0689189189189188,0.7436498150876609
266,SOCW 427: Social Work Research Methods,3.584127957931639,0.6112974214953433
267,GEOG 406/GEOL 406/NRES 406: Fluvial Geomorphology,3.1258441558441556,1.0334010808463563
268,HIST 256: Britain and World Since 1688,3.2091724137931035,0.8615451263609136
269,GCL 129: Designing with Water,3.4812,0.4013409523086324
270,ACE 232: Farm Management,3.46421568627451,0.556990224637898
271,DANC 101: Contact Improvisation I,3.730769230769231,0.33422612194697765
272,NRES 407: Wildlife Population Ecology,3.0264197530864196,0.8230405966945655
273,MBA 505: Strategic Thinking,3.448170731707317,0.4037639314179744
274,DANC 100: Intro to Contemporary Dance,3.7533128991060027,0.6229813237010853
275,AGED 340: Leadership Ethics & Pluralism,3.57175879396985,0.7558724348721486
276,PHYS 598: Special Topics in Physics,3.6284615384615386,0.7700584009206071
277,HDFS 101: Issues & Careers in HDFS,3.637094861660079,0.8305596349491101
278,CEE 380: Geotechnical Engineering,2.8258835651725915,0.9103796134243988
279,EPSY 201: Educational Psychology,3.8138475088072474,0.4455885856000975
280,IS 555: Usability Engineering,3.8475,0.31854159853934305
281,CI 444: Social Stud Early Childhood Ed,3.9445833333333336,0.2076852419461292
282,LAW 612: Constitutional Law III,3.3807936507936507,0.3634220144606105
283,IB 151: Organismal & Evol Biol Lab,3.6029289215686284,0.5841934483918277
284,"ECE 586: MDPs, Reinforcement Learning",3.8483950617283953,0.228454046437436
285,FIN 580: Machine Learning,3.739397590361446,0.3067998421230424
286,CHLH 594: Biostatistics,3.8544,0.18963290853646686
287,IHLT 230: Leadership in Health,3.76,0.7664888027530231
288,GWS 382: Black Women & Popular Culture,3.1604347826086956,0.5372755609139388
289,ECE 205: Electrical & Electronic Ckts,3.173966699314398,0.9075411749334491
290,BADM 590: Strategic Innovation,3.8747284060552096,0.4613216062214494
291,KIN 120: Injuries in Sport,3.1751126126126126,0.9695518775054047
292,"LER 590: Infl, Chng & Politics in Org",3.7883177570093456,0.5549648233043689
293,CEE 202: Engineering Risk & Uncertainty,3.1343655723158825,0.8572406887151502
294,MATH 541: Functional Analysis,3.798958333333333,0.6551788546627724
295,ECON 455: Economics: Poverty Alleviation,3.5685294117647057,0.4166260303136953
296,HIST 130/ANTH 130: History of South Asia,3.447782258064516,0.6013193835022669
297,CEE 537: Water Quality Control Proc I,3.471392405063291,0.5019398677415382
298,AFRO 411/PSYC 416: African American Psychology,3.3280645161290323,0.8748016771430499
299,CWL 207/MACS 207: Indian Cinema in Context,3.875811023622047,0.46651574535687573
300,DANC 360: Int/Adv Modern Tech Core,3.4544966442953013,0.7198381960636913
301,HORT 301: Woody Landscape Plants,2.7108695652173913,1.1427918257057192
302,AFRO 100: Intro to African American St,3.359220917822839,0.9152533641961497
303,CEE 493: Sustainable Design Eng Tech,3.887988165680474,0.2200956754886943
304,ADV 270: Principles of Sales,3.6426618705035976,0.8982890015316675
305,ECE 541/CS 541: Computer Systems Analysis,3.6066929133858263,0.44187512954143526
306,PATH 643: Diseases of Poultry,3.3249790794979077,0.7713157125539616
307,HIST 280/LLS 280: Caribbean Latina/o Migration,3.634638783269962,0.3381078004595567
308,MSE 307: Materials Laboratory I,3.1724637681159424,0.8920201614840406
309,CEE 498: Special Topics,3.7475617283950613,0.46448223452528864
310,HDFS 199: Grief & Loss,3.8860526315789476,0.28897768511266536
311,HRE 411: Instructional Design,3.9166666666666665,0.4930066485916347
312,SBC 500: SBC Essentials,3.9395454545454545,0.1632476443579807
313,SOCW 410: Social Welfare Pol and Svcs,3.7454441913439633,0.4911428609960789
314,LAW 797: Intro to Intellectual Property,3.35,0.3557699779741438
315,ANSC 499: Dangerous Dog Breeds & Discrim,3.3786363636363634,1.3643989534341603
316,MACS 205: Introduction to Documentary,3.551304347826087,0.4567589445860445
317,AAS 258/LLS 258/REL 258: Muslims in America,3.7820710059171594,0.4408690660725679
318,LER 590: Fundamentals of Business & Man,3.667173913043478,0.5731118831640281
319,HDFS 220/ANTH 210: Families in Global Perspective,3.2630729166666668,0.850059087955945
320,CWL 189: Lit of Asia & Africa I,3.5107258064516134,0.8060288690370363
321,LAW 792: Medical Malpractice,3.3816666666666664,0.34073042456203145
322,ANTH 462/ARTH 462/LA 472: Museum Theory and Practice,3.6088990825688074,0.6947672561904366
323,HIST 446: Early Modern British Isles,3.3604000000000003,0.5331527360897625
324,BADM 590: Frontiers in Technology,3.9201333333333332,0.2452671649899803
325,JOUR 460: Trumpaganda,3.4281249999999996,0.9801034304475217
326,JOUR 311: Media Law,3.4926829268292683,0.6711042631252834
327,ECE 462: Logic Design,3.1973140495867773,0.6466191610131778
328,ACE 398: Food Marketing and Behavior,3.7598787878787885,0.38635199507120505
329,PS 391: Soviet & Post-Sov Foreign Pol,3.543835616438356,0.4672731451261958
330,SHS 270: Comm Disability in the Media,3.447295081967213,0.9266713185368174
331,HIST 314: Material Culture,3.5906060606060604,0.4224885825528442
332,ACCY 451: Advanced Income Tax Problems,3.355301027900146,0.5917827707091468
333,ANSC 401: Beef Production,3.7243096234309623,0.5056788845293563
334,MS 351: Social Aspects of Media,2.970307167235495,0.818415334603709
335,CHEM 544: Statistical Thermodynamics,3.545734265734266,0.5023824212862825
336,KIN 109: Volleyball,3.7465999999999995,0.5897116018303636
337,CEE 401: Concrete Materials,3.4366666666666674,0.6964490432481545
338,LAW 792: Energy & Nat Res Trans,3.303181818181818,0.8927912632129761
339,VM 620: Canine Feline Behavior,3.8236397058823535,0.393794216430398
340,STAT 434: Survival Analysis,3.400886075949367,1.0139235607388313
341,NPRE 475: Wind Power Systems,3.800611620795107,0.3500540704229808
342,AIS 275/ENGL 275/MACS 275: Am Indian and Indigenous Film,3.3461538461538463,1.1711305416400557
343,RST 200: Leadership in Leisure Services,3.431115107913669,0.7043578490766775
344,GEOL 512: Geotectonics,3.6990476190476196,0.39696353151325364
345,HORT 435: Urban Food Production,3.2939999999999996,0.662564713820469
346,PHYS 150: How Nature Works,3.005555555555556,0.7328095772731207
347,CINE 395: American Cinema in the 1980s,3.402058823529412,0.510212063245244
348,PS 230: Intro to Pol Research,3.18812987012987,1.1334398322203167
349,CS 565: Human-Computer Interaction,3.6523893805309733,0.5840358128434309
350,ECON 490: Economic Growth,3.1223076923076927,0.9380487427564637
351,FSHN 461: Food Processing I,3.5206336088154284,0.6671308045545484
352,RST 255: Ethical Issues in Sport Mgmt.,3.349940789473685,0.8324703624687491
353,PSYC 402: Intro Clin Neuropsych,3.6607692307692306,0.6321265883259769
354,FSHN 517: Fermented &Distilled Beverages,3.6392857142857142,0.3500910960167426
355,IB 534: Evolution and Medicine,3.9282352941176466,0.2313956452413878
356,MCB 480: Eukaryotic Cell Signaling,3.7208750000000004,0.5810737770498683
357,BADM 590: The Economics of Organizations,3.534945054945055,0.38635909285196407
358,PSYC 332: Lab Meth in Soc Psych,3.0917493112947656,0.8121785470274326
359,CPSC 453/HORT 453: Principles of Plant Breeding,3.5807258064516128,0.5549065213155664
360,LER 565/BADM 512: HR Management and Strategy,3.7176470588235286,0.3735487456122592
361,CMN 362: Folklore as Communication,3.085643564356436,0.8145258182508375
362,IS 590: Data Mining,3.8949999999999996,0.20514429963679076
363,ASRM 469: Casualty Actuarial Mathematics,2.9408695652173913,0.9307870117527625
364,CHBE 321: Thermodynamics,2.937361275088548,0.8931274742727677
365,PHIL 101: Introduction to Philosophy,3.0746572580645153,0.8602172242233622
366,ENG 398: ELA LeadershipTraining,3.975,0.15612494995995996
367,ARTD 301: Industrial Design III,2.998964143426295,0.8477951969228544
368,IB 504: Genomic Analysis of Insects,3.4250000000000003,0.4938876390435379
369,NRES 456: Integrative Ecosystem Mgmt,3.0743985637342908,0.9253851869351564
370,CS 461/ECE 422: Computer Security I,3.049051398337112,0.8785963172389497
371,STAT 542/ASRM 551/CSE 542: Statistical Learning,3.8133257918552035,0.4825399687709579
372,PS 343/EALC 343: Gov & Pol of China,3.621278195488722,0.4921602122144468
373,CS 583: Approximation Algorithms,3.9171428571428573,0.21072760248477085
374,MCB 412: Cellular Molec Neurobiology,3.81873417721519,0.34689715795752285
375,ARTD 299: Spec Topics in Design Courses,3.9695454545454543,0.13956025980092784
